,age,height_cm,weight_kg,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,value_eur,log_value_eur,overall
attacking_finishing,0.1641111883967389,-0.20929675895770514,-0.13201767176351234,0.3485540469893125,0.9694688123057712,0.5663438713164005,0.7221949590972894,-0.49625432437526706,-0.07942942807493023,0.4483954825723383,1.0,0.015544322941896267,0.41629806095659205,0.8383324894325956,0.7261904928980566,0.6460029262894448,0.6270705942440771,0.2566015328952444,0.6587320365183441,0.3643146130407271,0.31476161171717537,0.49112065851230446,0.3699434136065838,0.3401126665737487,0.7505000670390667,-0.0983511253418984,0.15048165013847017,-0.10929117615198229,0.8479822661247138,-0.16253180185578583,-0.4705193679947982,0.8416043984340977,0.6882006200537703,0.7919814909442181,0.46912079556104425,-0.48166357893939954,-0.5092643125907025,-0.5436673228968275,0.013303695533615675,0.020190305108882967,0.042103984152040794,0.020995655486901143,0.02096295069101667,0.25222792568083546,0.38766122561073085,0.39173151114402804
attacking_heading_accuracy,0.35185571902257773,0.5249662364169101,0.5249908726963173,-0.2612169445775026,0.06103053838335145,0.04289207880577764,-0.0334947812169721,0.32696177508364793,0.6581104610347055,-0.11718049571237182,0.015544322941896267,1.0,0.23020345698982445,0.07971658249538367,-0.08052281823740856,-0.06820848237490505,-0.0647082074677555,0.12456506153062165,0.14417516975846015,-0.3197447903086617,-0.19756736544786954,-0.35295354039630217,0.4679413505544143,-0.427287132596009,0.2017582247972206,0.49791598818610033,0.19061313784688477,0.6718347196301705,0.02795210617280625,0.4825021696270668,0.2619186577857779,-0.012997456483596641,-0.04676035026163125,0.1253144154224837,0.36057360821157014,0.28251759990497527,0.2354841918303144,0.21852585637691313,0.022937121769087847,0.04229146633650582,0.042283978905147096,0.03609555384262778,0.03622490529668151,0.21961161370781185,0.37106222432834646,0.4853090784764539
attacking_short_passing,0.3288199905505214,-0.10443069771948779,-0.030486529905738524,0.10548992572793098,0.5126368433588646,0.8979898692202516,0.7203564428781337,0.32535679019381686,0.29326843652500834,0.5825329696477475,0.41629806095659205,0.23020345698982445,1.0,0.4513468540264525,0.633898066826147,0.6025175230730376,0.5611280338976098,0.8627097630180087,0.8145581753635945,0.1208993348626455,0.08633186450244852,0.32099517171867065,0.7191014517444002,0.24455903806157078,0.571200130318981,0.06651682399280727,0.40617784711088767,0.1049181259554215,0.553966831477797,0.36918269254783,0.32921418470960045,0.4975863659751093,0.7210201442120401,0.39372096897028924,0.742044936570281,0.3198528915776858,0.29889246310360174,0.261439357835121,0.016997623108757076,0.044139698488741504,0.03791967412677102,0.033268496009340155,0.028436640862369574,0.4390569998636595,0.719691131260533,0.7839733396263819
attacking_volleys,0.23864616983413706,-0.173250913103111,-0.08966345285341958,0.28412623352006344,0.8818062952463172,0.594999418733148,0.6907993565318569,-0.3815396750218906,-0.014319374110193583,0.4799323098263116,0.8383324894325956,0.07971658249538367,0.4513468540264525,1.0,0.6782065555250083,0.6960794360494269,0.660395357440867,0.309096201178683,0.647768128008925,0.3013465000816803,0.25367899475141176,0.44770118991027247,0.4234441978853645,0.3151893079003118,0.7622521101068364,-0.04935948061923837,0.1493158030012003,-0.05759354648316126,0.8052434609376545,-0.05999712622968066,-0.3585649121337406,0.7664522048956629,0.6628874095608859,0.7635858369011299,0.5253982006163644,-0.3691786621852065,-0.40242016804442077,-0.4367702011269159,0.015566895509416341,0.02780963680394968,0.04544640698137849,0.027934947617804684,0.02218416771729936,0.2734748999647975,0.4045251407005923,0.4381464608582807
skill_dribbling,0.13224122196076407,-0.345697320003045,-0.2639609753901712,0.48997561196634604,0.7661534387458986,0.7880095143627792,0.9713836166970098,-0.18747768709533208,-0.05203143220805978,0.7171418954979168,0.7261904928980566,-0.08052281823740856,0.633898066826147,0.6782065555250083,1.0,0.7574560459288129,0.6359437473609039,0.5086194506703429,0.8459300916855041,0.5133650501414756,0.44110778840927617,0.6505699742783736,0.5021758301008674,0.49688739294247214,0.6529359998278197,-0.10912337210218714,0.2893981826561655,-0.19600586208985313,0.7406891469119338,-0.00518966819238912,-0.16225404937575588,0.8064884490429799,0.7894344498594428,0.5821608405848723,0.5852499390040594,-0.17466072896060258,-0.18874507633314108,-0.21150259875946004,0.007828878090167595,0.017118096709769104,0.027660915995063744,0.011810667538258393,0.013558823356122157,0.3578874278250558,0.5836962821776338,0.5679251162709822
skill_curve,0.2651022935249954,-0.3172194576652939,-0.22643020817937026,0.34058178653314136,0.7250178079061309,0.8152954948147,0.7855133519610265,-0.0810474251096266,-0.008577472811207472,0.7627886127540926,0.6460029262894448,-0.06820848237490505,0.6025175230730376,0.6960794360494269,0.7574560459288129,1.0,0.7864791955474604,0.5426787433716247,0.721533388544022,0.3734731836209267,0.2933836126532614,0.5625561653017309,0.47375661843809136,0.4478548292282354,0.6710194992208289,-0.08812867372463434,0.2809967775732265,-0.15694658032996367,0.7440547060159254,0.06344280132945238,-0.05318088624299888,0.7100277655006269,0.7540658813581287,0.590682563487711,0.5908769816383888,-0.06619724863353155,-0.08624129400871594,-0.11412169249267658,0.0252281160034267,0.03271433329659295,0.04067717170377283,0.02767968518343018,0.029603968378359647,0.3072092190687749,0.4730770413773192,0.5227217448253876
skill_fk_accuracy,0.2995323547809356,-0.2875915719516984,-0.18551839644639717,0.19163819421657632,0.7174957010443315,0.7507295943065118,0.6648071862990951,-0.07990045588699272,-0.011350089890754103,0.61984609757475,0.6270705942440771,-0.0647082074677555,0.5611280338976098,0.660395357440867,0.6359437473609039,0.7864791955474604,1.0,0.536389349335868,0.6287227339769947,0.2282544814496975,0.15038430443077816,0.4452327676855717,0.4191751360852656,0.3679577144215122,0.6635080632941996,-0.1063547734088302,0.22975626039706823,-0.12995279544729355,0.7754676593081589,0.04822631510797772,-0.04853566082401753,0.6291693847730379,0.7088927747445062,0.649352135954999,0.5243426211356194,-0.06820404489984523,-0.08519025508191834,-0.11504022098134653,0.031668848849725394,0.037364964347094055,0.05209562041138906,0.03563782802860939,0.029174980451826066,0.2392130797638118,0.37390676583211924,0.4463969610512591
skill_long_passing,0.3183893484293681,-0.12719917117254564,-0.06779548987156786,0.01074291521411898,0.36563028955597465,0.8504583459387466,0.5831213500685424,0.44806417839228313,0.2661976049745948,0.5548341944088132,0.2566015328952444,0.12456506153062165,0.8627097630180087,0.309096201178683,0.5086194506703429,0.5426787433716247,0.536389349335868,1.0,0.6554778347685064,0.03409786554165457,-0.008876017386901578,0.25871711384811585,0.5863097138942549,0.22494282035912416,0.4591653508698925,0.02962175046425206,0.38612442450654716,0.0647487962681021,0.454789678782129,0.3941345986986488,0.4566497343815577,0.3504254158841677,0.6672496076655893,0.2535420577638899,0.6355934599360531,0.4417529181880834,0.43286819147154454,0.4057913005293081,0.025066058247097543,0.047402659649391075,0.03757952981567301,0.039056277695686904,0.024720669610859336,0.34834687026447714,0.5545847852862742,0.6337492947536045
skill_ball_control,0.2672941296215638,-0.19322289941706575,-0.11492983352343147,0.317573784152606,0.7246220228179358,0.8516045226959742,0.922880430476604,0.012577242822742531,0.1526450961897377,0.6580958149006463,0.6587320365183441,0.14417516975846015,0.8145581753635945,0.647768128008925,0.8459300916855041,0.721533388544022,0.6287227339769947,0.6554778347685064,1.0,0.3344202150728978,0.28438553930685506,0.5084907131875734,0.6836609917535182,0.36860266179369827,0.6903061879635661,0.0029170055093981997,0.35862376120270073,-0.0032585513493907457,0.7115120907283081,0.18162817606791268,0.024974996181655752,0.7164639870477798,0.7837739557626523,0.5640158081608433,0.7449527684456829,0.019246939537646175,-0.01178156320869603,-0.047181227793390096,0.015995456933417532,0.03672036343418745,0.040418481235561195,0.02719822044153077,0.024611801260433424,0.44427317473686295,0.7366699472270808,0.7668172537235018
movement_acceleration,-0.19867812150267425,-0.4635077216128313,-0.41013289439406125,0.9578871718262003,0.341275114474827,0.2823153781615614,0.5230134296197289,-0.2945306682873308,-0.2386824063264039,0.4366017022968871,0.3643146130407271,-0.3197447903086617,0.1208993348626455,0.3013465000816803,0.5133650501414756,0.3734731836209267,0.2282544814496975,0.03409786554165457,0.3344202150728978,1.0,0.8644377275332911,0.7391097370372818,0.07668666349656535,0.58952799518025,0.20710330004290656,-0.0543494629025122,0.23329149666755247,-0.36793111135620465,0.3002427065698148,-0.22620945305037282,-0.26934666183439127,0.42737217101712816,0.2995377445584428,0.20908516179558836,0.10032548395143062,-0.2772252883556215,-0.2681528648356952,-0.2604520007667948,-0.02035293792651945,-0.01598110876238956,-0.008507981120562167,-0.025267529350901166,-0.015317394647388334,0.16912137496986074,0.28064449497271093,0.16142918728914998
movement_sprint_speed,-0.1860422053067257,-0.31632703395053374,-0.282867761166704,0.9717668737347386,0.2920341053324327,0.215010605861482,0.44422958459131884,-0.2594682169368762,-0.12834932247267633,0.36740332688803506,0.31476161171717537,-0.19756736544786954,0.08633186450244852,0.25367899475141176,0.44110778840927617,0.2933836126532614,0.15038430443077816,-0.008876017386901578,0.28438553930685506,0.8644377275332911,1.0,0.6221433322814257,0.08592847098584455,0.44459706054455034,0.19179445929157604,0.0056412248564792775,0.2384312216226289,-0.22830546091203743,0.2398906135432985,-0.17539815023396943,-0.24633678791528152,0.37146107264149525,0.22677536849074154,0.1677813264124133,0.09475256897226945,-0.2473117380779786,-0.2428088929913796,-0.23607406502774375,-0.022743774620550807,-0.018893595663453874,-0.005855773708997444,-0.027288134808181066,-0.016794981595216283,0.17870673641174972,0.29729308913664365,0.18253310810706713
movement_agility,-0.010986188748413412,-0.593276468578038,-0.5007203103602365,0.6983033955980059,0.49741211736082297,0.5097619192275751,0.7087796226770415,-0.2491973666552822,-0.2510751317703813,0.5667969493075272,0.49112065851230446,-0.35295354039630217,0.32099517171867065,0.44770118991027247,0.6505699742783736,0.5625561653017309,0.4452327676855717,0.25871711384811585,0.5084907131875734,0.7391097370372818,0.6221433322814257,1.0,0.20189991040031524,0.7379332896295507,0.35330791110668075,-0.0656786976835753,0.2682810371462526,-0.4321822177009045,0.4922383744263214,-0.15472711469292655,-0.20653488830450653,0.5621251214721349,0.5325006171859716,0.3372276974498464,0.28440468296241084,-0.22359443437128387,-0.229816992856036,-0.23365604397250356,0.001282979224664655,-0.003943424286932183,0.014511132947058181,0.0014759740947652294,0.0021351766414026653,0.17702206379449517,0.2933857001948835,0.24985326203744698
movement_reactions,0.4383204218809189,0.060278344217670275,0.1436114150769325,0.08488541266360577,0.45450233605895013,0.655309669430934,0.5985838848104258,0.338354785872884,0.49206240720623806,0.44185683605273546,0.3699434136065838,0.4679413505544143,0.7191014517444002,0.4234441978853645,0.5021758301008674,0.47375661843809136,0.4191751360852656,0.5863097138942549,0.6836609917535182,0.07668666349656535,0.08592847098584455,0.20189991040031524,1.0,0.10280565827011932,0.5174649412212494,0.25907514340498444,0.46663253129343996,0.32107178282115745,0.464167370801004,0.47203333500761874,0.3364952065947841,0.457830436963954,0.5391604885215915,0.37898047298614,0.7674177162739286,0.33093152988024904,0.27838401768953286,0.23968188471190405,0.030469193481882668,0.05919669434441639,0.05936242265632259,0.04036447478702163,0.04923172557972831,0.5126088543775085,0.7750569848129547,0.874217017263443
movement_balance,-0.04975903098651548,-0.7539435022876356,-0.6208550397981778,0.5273893325186786,0.34527973532477385,0.4123853675263451,0.5551127538372078,-0.17402804654792275,-0.35691312470951164,0.4724707145184926,0.3401126665737487,-0.427287132596009,0.24455903806157078,0.3151893079003118,0.49688739294247214,0.4478548292282354,0.3679577144215122,0.22494282035912416,0.36860266179369827,0.58952799518025,0.44459706054455034,0.7379332896295507,0.10280565827011932,1.0,0.22039624962030077,-0.08110684451188217,0.1821951180585555,-0.5528643443844906,0.356409123302345,-0.16016041192363434,-0.1323795399889649,0.4166593109182166,0.42350532167927357,0.2407897926354689,0.17320971449548614,-0.1516903176339444,-0.142459257435847,-0.13853209672889513,-0.010590759354520808,-0.006926293897812096,0.0018567483455185702,0.0035258743912468557,0.0034837259572091626,0.12078692151149267,0.1643012850338435,0.11696525988751418
power_shot_power,0.3110095757026207,-0.0681277274238752,0.02392641777587585,0.20521269395523584,0.867737619393087,0.6599306107695179,0.6803738262224769,-0.1715161615929915,0.1883608028138868,0.47412547770318864,0.7505000670390667,0.2017582247972206,0.571200130318981,0.7622521101068364,0.6529359998278197,0.6710194992208289,0.6635080632941996,0.4591653508698925,0.6903061879635661,0.20710330004290656,0.19179445929157604,0.35330791110668075,0.5174649412212494,0.22039624962030077,1.0,0.024084445433140433,0.25195579092415,0.11367328145997638,0.8355919495005677,0.1433240393176589,-0.16267534963270114,0.6877857835308341,0.6758059811431857,0.6855746150881563,0.6096365666851554,-0.16487645992085564,-0.20229932022929736,-0.23645072042646817,0.02887953392832951,0.0382140009728302,0.04499385770625214,0.02931294793920562,0.029804582879691222,0.3013218450753036,0.4951084080843749,0.5593742824565249
power_jumping,0.25341406286173135,0.1800890978376568,0.23100436943406055,-0.021562521017734565,-0.06830553533269683,-0.03631497787836668,-0.051993809032827736,0.2738874188822046,0.5286683765920488,-0.08660725684939342,-0.0983511253418984,0.49791598818610033,0.06651682399280727,-0.04935948061923837,-0.10912337210218714,-0.08812867372463434,-0.1063547734088302,0.02962175046425206,0.0029170055093981997,-0.0543494629025122,0.0056412248564792775,-0.0656786976835753,0.25907514340498444,-0.08110684451188217,0.024084445433140433,1.0,0.27791784307985334,0.4273900153785935,-0.06063062003442388,0.3880914380385499,0.2503350067277658,-0.0748089114508046,-0.0982836209865755,-0.04270013073330215,0.1721489495937561,0.2522135065549673,0.220639240108511,0.22084334835711325,0.018637669614791477,0.038310609595323196,0.023939269603252825,0.03357562832677695,0.03609493500047616,0.09858915359817003,0.16708983116072404,0.2591363511486683
power_stamina,0.27126031256036376,-0.04307488290309756,0.01722868179025502,0.24461455566800863,0.208786864854321,0.41231769345456476,0.35368222209397604,0.3624755291945164,0.5923717496628745,0.34712066052859875,0.15048165013847017,0.19061313784688477,0.40617784711088767,0.1493158030012003,0.2893981826561655,0.2809967775732265,0.22975626039706823,0.38612442450654716,0.35862376120270073,0.23329149666755247,0.2384312216226289,0.2682810371462526,0.46663253129343996,0.1821951180585555,0.25195579092415,0.27791784307985334,1.0,0.2650269581776755,0.2568943824658712,0.4036878604560102,0.3687391249109171,0.27678657736273093,0.32701474768547834,0.10349916214735017,0.38785701088750196,0.3600186952367491,0.33452307544861426,0.31293774581513994,0.022263871318345972,0.040808087674179,0.04073833510122662,0.031462762711021997,0.03042647274653259,0.24783957682886562,0.4251242021400161,0.49612277909577623
power_strength,0.3685464202370787,0.6553698551024539,0.7173675206630964,-0.3010471145260215,-0.06012316061485364,-0.05727606206974088,-0.17158091383043045,0.34575166092492954,0.8969123853990857,-0.18682624614457502,-0.10929117615198229,0.6718347196301705,0.1049181259554215,-0.05759354648316126,-0.19600586208985313,-0.15694658032996367,-0.12995279544729355,0.0647487962681021,-0.0032585513493907457,-0.36793111135620465,-0.22830546091203743,-0.4321822177009045,0.32107178282115745,-0.5528643443844906,0.11367328145997638,0.4273900153785935,0.2650269581776755,1.0,-0.0643232615421408,0.5106517214292216,0.30570266122433915,-0.12167192706173935,-0.12260484381943737,-0.02572608804586098,0.24835423898548212,0.3212861507684216,0.2809857381139562,0.25522410203726104,0.03989094563502891,0.045668903448346135,0.04002944208061301,0.03850330147741142,0.043152460860831056,0.11978826241281106,0.20906822035323383,0.3469563661334294
power_long_shots,0.2694880431895687,-0.23222584754556677,-0.131531878061475,0.27603934421703546,0.9341156497812936,0.7123493190788781,0.7562574845720377,-0.26200776592309716,0.03087944082353169,0.5574413748691386,0.8479822661247138,0.02795210617280625,0.553966831477797,0.8052434609376545,0.7406891469119338,0.7440547060159254,0.7754676593081589,0.454789678782129,0.7115120907283081,0.3002427065698148,0.2398906135432985,0.4922383744263214,0.464167370801004,0.356409123302345,0.8355919495005677,-0.06063062003442388,0.2568943824658712,-0.0643232615421408,1.0,0.008801756572188114,-0.23024243956152277,0.7973572912901888,0.765067608782158,0.7312405412527455,0.5589441363199341,-0.25114530819851394,-0.2783141794695093,-0.3149254838546389,0.021185545548725888,0.034241625864422746,0.052689040675471394,0.03530306965562025,0.03163818053802676,0.2699682468342362,0.43122287380483904,0.48102910681739985
mentality_aggression,0.37832046658044055,0.23242481324021363,0.2879647112289399,-0.20507341145479044,-0.06488139093062976,0.25165884664157134,0.06388959693155057,0.6628827036515971,0.7537797785062877,0.10970589464523262,-0.16253180185578583,0.4825021696270668,0.36918269254783,-0.05999712622968066,-0.00518966819238912,0.06344280132945238,0.04822631510797772,0.3941345986986488,0.18162817606791268,-0.22620945305037282,-0.17539815023396943,-0.15472711469292655,0.47203333500761874,-0.16016041192363434,0.1433240393176589,0.3880914380385499,0.4036878604560102,0.5106517214292216,0.008801756572188114,1.0,0.6411756258950425,-0.04083553124725984,0.10245115224990496,-0.08831732012052461,0.39544436714855147,0.6311530207785443,0.6202382289048521,0.6022560053666943,0.03839800122572754,0.0506077493404409,0.03561842636877573,0.046805489638249244,0.04680197279976278,0.21265810198126844,0.34002726372502773,0.4733696329703626
mentality_interceptions,0.2510807798451942,0.1422165828378863,0.14364047234611763,-0.2653691840529471,-0.3758987492308082,0.20933679949084533,-0.08939316913751436,0.9700376795861599,0.500947582566626,0.12299367631504718,-0.4705193679947982,0.2619186577857779,0.32921418470960045,-0.3585649121337406,-0.16225404937575588,-0.05318088624299888,-0.04853566082401753,0.4566497343815577,0.024974996181655752,-0.26934666183439127,-0.24633678791528152,-0.20653488830450653,0.3364952065947841,-0.1323795399889649,-0.16267534963270114,0.2503350067277658,0.3687391249109171,0.30570266122433915,-0.23024243956152277,0.6411756258950425,1.0,-0.30124999824638243,-0.012250637700478842,-0.36356434380265534,0.22707618358031442,0.9257924429518088,0.9412010480876972,0.9284038611188054,0.027966626165674423,0.0443148646455059,0.016218782303323367,0.028760994348659242,0.02689449416855626,0.14739358301794392,0.22963422469242603,0.33211632785117995
